ContextTokens,GeneratedTokens,start_timestamp_ms
1102,401,751546
1316,156,751706
377,35,751719
1111,418,751739
4093,28,751769
1055,400,751961
1112,429,752037
4078,49,752475
1314,198,752503
388,83,752536
206,162,752814
1081,391,753030
1023,575,753100
2584,138,753553
1071,394,753617
410,154,753873
721,71,754320
1086,614,754418
1315,179,755064
379,72,755099
400,89,755224
1054,390,755654
402,163,755912
2382,80,755998
1112,386,756009
1021,421,756080
1055,398,756288
120,12,756566
981,375,756585
1315,175,756894
1046,397,757147
423,80,757375
1115,654,757404
1269,103,757502
397,115,757552
1409,101,757776
1058,394,758119
399,88,758282
446,94,758404
1137,402,758454
1110,410,758573
388,91,758851
1066,393,759178
1163,428,759428
1088,641,759535
1002,411,759585
1186,414,759669
2504,43,759924
1087,383,760155
871,79,760337
377,61,760658
91,16,760727
191,162,760765
1312,162,761124
4075,27,761286
373,81,761393
980,400,761557
212,217,761744
1057,387,761747
4072,45,762095
390,96,762107
386,119,762227
1081,372,762366
450,90,762620
4073,37,762698
302,18,762860
4143,95,762891
1161,405,762955
1045,375,763209
1107,55,763308
1081,397,763634
1318,113,763819
1180,427,764040
4074,44,764215
1315,127,764280
372,54,764281
1018,375,764425
197,217,764478
1093,407,764830
376,81,765098
1106,429,765760
4081,103,766862
421,92,767039
422,98,767296
407,140,767298
4076,33,767327
420,106,767655
1352,144,767867
91,16,768098
1539,94,768139
6472,96,768422
181,169,768673
72,202,768794
181,120,768909
992,396,769555
4092,67,769762
388,84,769780
2513,105,769794
1050,638,769903
392,106,770082
1127,396,770521
1646,44,770662
433,87,770709
1081,397,771298
373,70,771298
1058,407,771444
1098,393,771509
376,83,771666
206,162,771703
1099,386,771760
1646,44,771908
1019,396,772045
980,374,772398
371,58,772618
981,398,772708
2077,69,772793
404,93,773035
408,87,773039
2677,82,773121
705,66,773153
203,211,773374
1176,114,773413
1081,408,773545
1092,720,773890
1037,388,773932
1127,408,774130
788,29,774138
175,164,774345
401,93,774482
1000,430,774529
410,85,774627
4079,482,774711
374,63,774757
1113,423,774814
1318,142,774962
988,431,775033
1022,392,775063
2584,156,775105
1314,176,775354
4075,42,775732
2685,82,775743
1704,107,775960
1107,398,776193
1139,398,776434
1045,396,776789
1051,400,776823
405,87,776830
1064,393,777049
387,117,777051
1049,429,777237
181,205,777428
4079,29,777486
1071,398,777502
2255,91,777511
999,396,777827
1069,450,777857
1040,403,778390
961,429,778752
988,401,779149
1039,430,779327
1040,393,779335
1508,49,779467
317,18,779510
393,116,779579
371,63,779587
920,104,779653
1118,141,779741
382,61,779879
410,129,779948
1108,434,780120
325,18,780325
397,100,780449
4082,69,780471
4085,63,780475
398,92,780516
1125,399,780882
1168,427,781255
2045,60,781267
1097,403,781442
2878,48,781463
200,165,781667
997,418,782337
4076,49,782429
203,181,782457
374,40,782460
181,95,782551
1176,77,782778
1046,396,783291
2369,43,783376
181,284,783494
373,81,783868
1029,392,784753
1006,411,785037
1013,419,785109
1089,417,786061
2289,92,786096
1180,402,786174
389,87,786381
422,95,786409
1002,413,786607
991,399,786711
1000,428,786996
181,128,787011
4082,85,787298
390,94,787512
404,108,787682
1508,84,787801
372,61,788700
1093,397,788701
1006,396,788880
982,399,789104
428,98,789408
1055,411,789512
402,105,789589
1045,397,789590
2221,174,789633
16,177,789859
203,162,789924
1058,400,790192
376,74,790248
1071,387,790260
194,217,790291
1026,429,790503
1312,193,790844
380,82,790847
1098,393,790932
1093,389,791347
379,63,791438
181,121,791652
1089,398,791736
1132,398,791806
981,399,792219
390,48,793705
1063,401,793775
905,115,793775
3042,99,793808
1087,412,794073
995,83,794079
407,129,794102
1081,390,794484
4089,57,794506
4081,41,794627
1081,471,795163
4086,34,795310
1317,155,795777
1000,386,795914
955,425,796237
986,604,796293
1062,400,796942
1026,402,797009
4080,38,797261
124,198,797420
200,192,797449
2480,108,797542
4073,98,797603
1054,396,797613
203,151,797649
1901,53,797738
388,91,797811
970,401,798176
2417,105,798186
1065,397,798259
457,81,798538
1133,405,798749
997,394,798814
1316,152,798850
127,202,798858
4098,90,799356
4096,26,799442
1071,397,799839
1003,396,800106
1172,391,800170
4087,68,800268
370,77,800384
1120,447,800452
391,140,800569
1046,405,800642
2702,49,800736
1051,400,801178
387,84,801407
1024,408,801435
206,212,801585
1313,138,801927
2444,62,801973
203,181,802078
1323,210,802200
992,397,802204
961,429,802397
181,129,802519
397,90,802521
411,107,802784
1464,68,802863
447,79,803117
23,134,803465
2787,65,803915
1103,390,804096
2010,115,804205
326,18,804281
1077,400,804432
1031,430,804480
4086,63,804651
206,217,804730
403,107,804838
378,57,804848
383,78,804906
4096,44,805034
1076,396,805349
1066,383,805486
1015,122,805663
1089,391,805854
1037,396,806018
388,98,806256
1047,400,806321
4075,41,806349
1064,364,806412
1093,397,806515
398,104,806671
2825,46,807082
1072,444,807545
2902,72,807607
4090,110,807704
242,14,808640
1132,437,808767
397,114,809132
120,12,809246
982,445,809257
389,89,809363
406,96,809556
1004,396,809627
1094,436,810079
383,67,810126
1085,397,810459
1317,144,810847
1101,411,811286
1111,375,811406
200,167,812160
990,397,812240
413,57,812242
1315,141,812671
4076,75,812824
884,123,812870
1056,396,812907
4090,57,812958
1029,393,813290
1064,476,813315
949,393,813472
1048,389,813540
1851,42,813652
1087,429,813879
1170,400,814399
982,47,814624
1595,150,814772
4073,47,815020
1186,421,815079
1992,76,815558
1677,56,815917
1058,394,816023
209,217,816132
2597,94,816158
397,88,816256
399,86,816327
1153,375,816419
982,487,816420
398,91,816585
402,110,817358
387,78,817469
392,90,817500
1043,393,817723
387,72,817821
1044,408,817968
1049,403,817969
2221,202,817974
4087,73,818201
393,101,818591
378,52,819046
1030,360,819812
441,134,819833
415,93,820338
393,83,820449
394,175,820604
1115,398,820605
968,396,820648
373,48,821088
414,90,821177
1084,453,821845
1183,408,822312
1100,379,822324
978,414,822417
409,98,822663
1041,396,822739
2136,91,822953
392,86,823024
125,211,823642
1110,429,823658
1060,408,823658
401,145,824028
1352,155,824067
1074,429,824211
1055,397,824284
459,225,824367
396,104,824374
370,63,824374
371,71,824639
997,429,824688
1077,520,825124
992,420,825174
1095,429,825277
1096,445,825367
1916,61,825517
1482,69,825683
407,175,825712
373,71,826155
109,120,826244
1063,407,826958
374,99,827085
991,414,827439
395,87,827731
4088,37,827747
1230,76,827945
4075,37,828019
4085,48,828060
366,65,828232
4077,59,828655
1061,396,828770
2597,94,828896
384,83,829076
407,125,829202
4083,37,829241
379,91,829420
1036,509,829424
1072,429,829716
4086,50,829740
1147,405,829830
1046,564,829863
2584,154,829932
1081,402,829953
4083,31,830249
1085,396,830610
398,111,830758
420,99,830794
1043,429,831016
1064,440,831018
383,86,831020
1775,52,831121
422,92,831265
188,167,831457
1042,407,831484
2221,206,831686
395,86,831692
1874,51,831761
1050,375,831801
1047,411,831859
401,131,832153
1106,380,832370
1041,569,832625
4081,58,832699
394,75,832870
386,99,833259
1077,396,833277
1082,373,833876
4083,52,834080
1057,436,834130
1119,399,834466
206,152,834783
200,217,834818
1583,24,834845
1127,394,834883
2666,87,834889
2888,127,835202
2221,168,835875
379,71,835899
392,93,835899
1040,956,836379
402,143,836472
178,169,836559
1313,186,836692
1047,463,836986
91,16,837195
1101,373,837285
387,100,837430
374,66,837561
1102,560,837643
372,68,837817
1120,416,837891
203,193,837912
1146,88,837922
181,131,838374
402,93,838411
4082,49,838441
1025,431,838697
386,89,839087
203,217,839217
1104,396,839542
4076,51,839548
401,99,839789
982,428,840399
1049,384,840705
441,59,840803
434,132,840808
386,93,841045
1057,429,841146
412,131,841335
990,388,841470
1935,78,841594
2289,103,841980
380,111,842379
1099,414,842422
53,148,842528
1163,82,842663
4085,51,842688
1015,396,843216
1087,438,844161
814,160,844418
392,96,844449
1061,396,844666
949,407,845191
403,105,845205
1192,415,845513
1000,414,845896
194,152,845898
181,167,846040
988,398,846197
398,86,846599
1061,416,846653
197,152,847387
384,65,847487
1086,397,847876
401,74,847921
331,18,848020
991,406,848065
4100,37,848201
2219,60,848229
392,98,848346
4077,35,848419
2652,43,848426
385,93,848432
374,42,848505
924,394,848538
401,86,849244
394,173,849296
1310,145,849300
972,378,849742
2252,96,850115
1044,398,850291
379,83,850689
1239,90,850761
389,90,850821
1070,520,850896
1072,395,850897
1058,422,851047
1054,402,851181
203,194,851233
1008,415,851441
1163,520,851451
1060,74,852428
1287,81,852688
1089,608,852785
1120,429,853174
1165,37,853515
2740,83,853665
392,138,854054
1314,236,854074
1317,231,854478
91,16,855122
1259,81,855705
382,103,856075
1135,455,856103
1053,427,856420
1111,438,856729
1123,87,857045
1119,399,857131
1314,176,857203
382,79,857220
1112,397,857268
402,98,857479
1027,429,857834
1023,378,857907
200,181,858028
203,152,858405
1135,395,858858
1110,429,858919
1094,383,858977
1074,429,859372
1169,429,859554
194,177,859555
1104,396,859885
1095,429,859918
393,76,860095
1070,393,860101
1126,407,860161
393,86,860488
1455,43,860610
243,14,860921
402,83,860968
1522,85,861134
1072,394,861258
1110,658,861516
997,440,861551
181,200,861640
1089,424,861650
181,133,861699
395,90,862934
1119,405,863711
2888,116,863850
1852,62,863997
209,179,864465
1081,676,864979
1479,75,864993
1092,419,865234
1029,415,865276
1074,394,865435
1066,426,865594
1054,399,865842
206,188,865867
4078,31,866031
181,248,866168
1239,90,866961
1009,394,867333
382,74,867713
1009,429,867805
206,181,867805
4123,48,867961
1044,422,868405
924,105,868421
374,70,868693
1381,82,868693
1140,366,868991
1111,410,869624
869,85,869884
1019,414,870019
399,106,870054
1087,418,870327
1079,405,870479
1061,401,870911
1005,53,870968
1077,393,871323
1540,72,871361
1012,414,871944
2846,82,872238
1011,396,872268
1111,373,872344
161,217,873112
1077,396,873684
1099,434,873692
1048,396,873706
1101,453,873727
1040,429,873854
333,18,873922
1089,424,873980
1051,375,874041
1135,429,874323
1314,204,874423
1088,402,874500
1316,353,874669
1042,398,875069
1020,375,875199
181,112,875443
209,194,875489
4075,37,875934
1139,463,876225
24,181,876412
858,100,876419
388,81,876646
1042,407,876696
1035,395,876698
1027,429,876849
1103,391,876891
1049,440,877324
1043,396,877391
1024,520,877771
1094,404,877884
1065,411,878007
1201,410,878394
1029,411,878689
1036,426,878817
4143,44,878992
1033,407,879092
1081,419,879127
431,80,879361
1089,418,879550
1126,387,879766
1067,467,879874
997,445,880095
1071,498,880098
752,70,880140
1065,401,880258
317,18,880265
1314,138,880466
1022,420,880564
1041,414,880591
1071,396,880722
1168,429,880882
1119,411,881310
1020,501,881496
1065,429,881779
200,174,881944
1139,414,882010
1087,410,882019
1058,475,882106
1157,384,882334
1820,69,882714
200,179,882965
2521,37,883285
1021,394,883476
4078,49,883567
209,177,883661
203,183,883873
1014,427,883906
1047,399,884336
1179,407,884433
1029,406,884525
2172,80,884553
984,384,884740
984,429,884861
181,217,885069
1072,414,885772
167,158,886070
1044,419,886073
1043,403,886268
1070,551,886289
1029,468,887041
1101,482,887229
1048,396,887331
420,71,887510
197,183,887872
1058,414,887931
4075,69,888070
1086,403,888137
1002,382,888168
159,204,888185
1053,413,888948
25,176,889470
1230,396,889833
197,217,889834
1052,417,889839
1028,401,890380
372,81,890643
1692,51,890762
1047,535,890858
1177,386,891121
1103,363,891161
398,92,891496
1121,424,891535
1028,382,891537
1139,412,891747
203,165,892041
1313,177,892407
918,40,892854
2578,61,893147
1592,48,893456
375,65,893535
1089,601,893670
1048,80,894182
181,222,894262
1139,405,894567
1014,391,894677
1353,147,895203
203,183,895356
923,137,895511
1047,420,895615
378,68,895685
1044,391,895689
1023,520,895848
1353,160,896086
1010,397,896148
1126,937,896157
1126,919,896172
1088,402,896387
1029,409,897867
398,93,897975
995,414,898264
1204,460,898871
120,12,898909
200,217,899171
999,417,899507
396,91,899576
2605,50,899683
181,187,899881
1014,428,900164
1023,484,900853
4081,36,901428
1072,386,901458
1015,416,901517
1019,414,901567
1314,141,901968
1029,663,903294
1044,458,903423
2519,75,903425
1665,49,903932
995,403,903968
1037,411,904427
1923,74,904694
3250,92,904822
200,217,905360
1069,419,905685
1315,163,905723
400,94,906162
1115,423,906175
1306,915,906311
903,100,906546
1850,94,906905
1126,447,906980
1040,396,907083
1023,415,907195
203,161,907570
1081,426,908003
1074,645,908224
1038,514,908316
173,158,908675
169,217,908734
1074,411,908769
1144,425,908821
1012,414,908941
1014,411,908960
1143,668,909525
979,413,909689
403,97,909801
1315,189,910074
1012,396,910179
206,186,910360
1079,410,910542
181,125,910676
1312,129,911132
398,125,911152
372,150,911282
1064,409,911339
1054,421,911358
1034,405,911436
4103,62,912110
181,102,912137
2754,116,912138
1068,625,912348
1084,389,912936
2584,165,912976
380,58,913192
1025,468,913470
1801,72,913600
181,176,914525
212,165,914590
404,78,915584
218,167,915593
1389,65,916115
987,399,916118
1000,414,916374
4075,36,916548
181,107,916603
1314,200,916695
310,18,916801
1120,373,916862
1033,386,916899
1314,150,917234
329,18,917383
91,16,917410
1044,411,917984
1139,412,918073
1064,414,918173
1140,391,918353
1042,414,918430
1126,690,918501
1080,449,918875
1024,373,919095
4074,49,919134
938,456,919443
1028,375,919915
1284,48,919915
1073,373,919917
402,97,920031
1067,395,920429
1077,427,920538
1101,429,920774
1077,396,921690
1042,363,921927
1298,85,921930
972,384,922308
1057,442,922559
23,125,922983
209,162,923070
405,139,923191
1314,213,923491
1587,97,923498
1122,411,923736
206,162,923814
2519,75,923824
197,217,924214
1016,468,924227
1125,429,924691
995,46,924802
4100,134,924933
1147,423,925072
883,115,925476
1076,399,925766
994,386,925972
1092,393,926008
215,152,926063
835,449,926107
1054,509,926281
999,386,926415
203,189,926437
1895,82,926590
997,388,926606
1035,389,926820
1021,395,927110
1130,382,927404
237,14,927627
1029,409,928004
1155,396,928024
1184,442,928137
1140,404,928228
1092,431,928554
1162,405,928679
1104,429,928997
181,112,929025
1057,394,929161
1047,414,929514
1912,69,929561
1146,395,929642
4086,43,929859
1314,206,929950
1313,194,930198
401,96,930463
985,443,930601
12,177,931276
1886,53,931283
1069,409,931368
1318,165,931501
1150,420,931601
1147,394,932102
1027,558,932316
1009,403,932317
1024,385,932382
1071,396,932870
1067,544,933041
1020,409,933135
1009,429,933373
902,381,933794
412,108,934018
212,162,934259
212,189,934999
390,133,935140
1136,397,935195
1169,397,935223
4076,28,935225
4137,36,935267
1021,409,935323
4092,44,936342
1154,393,936559
1083,404,936842
1182,418,936940
1188,407,937229
1083,409,937692
1162,396,937945
320,18,937969
1152,482,938281
397,71,938283
1080,433,938370
407,141,938705
209,162,939017
127,184,939160
1012,411,939212
1146,402,939723
378,80,939825
2221,107,940180
194,174,940333
1032,389,940420
791,69,940983
1011,395,941200
181,120,941220
206,162,941223
1027,414,941393
1227,419,941469
379,67,941562
1313,167,941645
401,118,941728
1158,103,941820
1099,387,941900
212,217,942010
200,181,942341
1098,661,942375
1034,402,942443
1011,411,942474
1245,384,942584
397,133,942640
1029,396,942670
1057,391,942671
3115,117,942939
991,384,943032
993,385,943207
1054,399,943498
1031,373,943971
1042,418,944001
2481,27,944004
1034,417,944074
242,14,944769
1055,445,944913
420,80,944920
1177,386,945164
1068,444,945322
1170,423,945446
1034,431,945690
1049,440,946146
1064,394,946179
1166,43,946400
404,98,946499
398,122,946831
1708,42,947094
1321,193,947590
1117,559,947824
242,14,948441
1105,393,948683
209,217,948801
1086,383,948934
1087,427,948977
1107,636,949149
1287,611,949826
1095,390,950044
399,71,950252
1039,399,950383
1317,243,950503
206,191,950723
1057,426,950841
181,144,950919
197,205,950977
247,14,950995
1145,907,951161
1313,253,951240
4083,39,951343
1000,395,951351
409,156,951368
1317,249,951513
3115,105,952815
4075,69,952983
387,105,953245
1034,33,953346
2584,161,953860
1018,414,953992
891,403,954424
1287,58,954425
203,217,955047
200,217,955056
1165,97,955364
1037,404,955551
4142,37,955863
1200,402,956383
1067,494,956445
413,99,956457
181,94,956735
1042,380,957229
1277,373,957284
993,413,957663
1192,672,957711
1184,398,958017
1087,380,958184
884,395,958471
1208,397,958497
167,162,958918
1322,215,959599
1068,396,959774
11,115,960221
4089,89,961052
950,84,961562
894,381,961733
1179,390,962122
404,132,962330
1221,391,962533
1015,398,962576
1025,388,962814
1493,86,963308
1024,466,963327
1033,399,963421
982,403,963482
1031,414,963557
1016,411,963633
181,134,963799
901,86,963835
1016,414,963840
1234,412,963903
1018,426,964377
1245,396,964751
2107,68,964824
4098,60,964985
203,189,965472
1092,416,965915
1314,252,966491
1078,380,966719
2092,95,966792
194,211,967098
1173,427,967990
1021,401,968343
401,87,968880
200,191,969001
1024,401,969013
209,179,969177
1070,401,969793
206,164,969795
181,132,969931
1223,395,970244
4078,30,970479
424,79,970759
4084,34,971246
1065,444,971531
1093,410,971646
374,66,971652
1095,404,971959
1096,394,972309
1314,138,972454
181,102,972787
1026,388,973082
1158,390,973085
4782,63,973249
1315,209,973468
1045,394,973780
215,162,974011
1010,410,974104
1316,186,974116
91,24,974300
200,181,974563
1066,396,974817
1212,56,974897
372,78,975198
212,217,975286
1088,486,975367
1078,401,975494
408,97,975496
1032,395,975811
69,165,975826
985,45,976009
8,145,976266
4085,35,976804
1148,459,977356
1158,373,977362
197,217,977395
1016,407,977724
994,436,978285
1095,411,978302
1061,410,978477
1020,414,978494
991,394,978634
242,14,978787
13,164,979587
2812,300,979683
1314,249,979804
212,217,979979
1071,395,980176
1017,421,980238
1041,389,980820
1037,428,980861
1227,594,981093
1076,378,981180
409,99,981190
393,88,981242
896,434,981400
1055,398,981539
1110,396,981943
194,161,982115
433,83,982357
1022,411,982879
1147,402,983013
4080,27,983100
1165,402,983103
372,68,983434
873,456,983834
209,179,984484
4083,46,984590
200,179,984722
1047,430,984936
2221,141,985281
1240,496,985767
200,162,986417
1038,408,986450
1318,196,986505
2229,79,986857
1086,540,987198
1107,415,987318
1000,411,987427
988,395,987500
1216,391,987658
1014,413,987684
1037,433,987992
212,217,988097
1145,402,988128
200,217,988142
9,138,988573
1072,395,988761
380,101,988924
2092,95,989094
1090,395,989129
181,119,989172
1019,468,989607
1192,646,989711
212,162,989712
375,122,990044
1039,571,990105
1131,419,990194
1016,402,990809
181,133,990888
404,107,991624
200,179,991766
303,18,992496
2812,300,992836
411,169,992838
1008,394,993029
1671,69,993085
1110,527,993133
1094,429,993361
1089,621,993596
1038,427,993606
1028,468,993884
1145,404,994191
398,81,994224
409,86,994273
1102,386,994558
215,217,994850
1132,419,995115
1094,402,995956
4085,111,996078
4092,105,996121
1022,482,996121
4089,48,996208
209,179,996324
209,223,996547
4081,129,996662
1314,204,996817
1039,401,997634
27,195,997648
209,163,997815
1003,390,998319
933,104,998984
1071,445,999245
1014,407,999500
194,177,999505
1315,141,999920
381,99,1000002
1016,411,1000093
2584,149,1000434
1006,375,1000782
1053,606,1001710
396,120,1001890
1003,575,1001923
1009,394,1001969
1068,396,1002048
1115,388,1002651
242,14,1002715
1070,548,1002797
1158,388,1002938
1045,410,1003088
203,183,1003271
169,164,1003715
1775,56,1003980
1327,82,1003991
1317,154,1004048
881,448,1004084
407,79,1004154
989,471,1004226
1304,190,1004335
203,217,1004452
1138,501,1004495
203,217,1005033
1078,395,1005263
1314,153,1005309
913,402,1005939
417,92,1006031
1027,401,1006120
4085,68,1006142
942,428,1006146
1052,397,1006173
1060,499,1006358
1152,598,1006638
435,200,1006675
1044,383,1006735
407,115,1007030
2351,97,1007263
1035,398,1007709
1073,397,1007780
1130,413,1007813
393,86,1007856
1005,483,1008267
341,18,1008292
397,92,1008491
404,92,1008931
1045,416,1009123
4078,28,1009431
58,138,1009463
1165,49,1009561
1037,414,1009744
1058,402,1010065
1001,388,1010361
242,14,1010700
386,31,1010759
191,165,1010913
194,211,1010988
1031,378,1011023
1070,939,1011591
1016,420,1012198
439,66,1012883
1098,412,1012892
206,165,1013104
986,387,1013203
910,87,1013212
1054,408,1013306
4088,59,1013563
42,144,1013663
1072,382,1013837
203,179,1013869
1151,407,1013994
247,14,1014039
1862,52,1014177
788,52,1014257
1082,363,1014267
1028,396,1014337
1086,426,1014550
1027,392,1014589
2463,115,1014701
1077,413,1014875
1012,403,1015206
4085,47,1015275
1095,429,1015557
21,160,1015806
1055,396,1015905
1004,534,1016395
371,85,1016551
1163,432,1016617
200,193,1016933
509,95,1017226
215,175,1017499
181,121,1017587
206,162,1017588
1218,390,1017899
1086,630,1017902
4076,44,1018162
1160,373,1019041
1024,373,1019094
242,14,1019134
206,217,1019342
1314,175,1019566
242,14,1019818
1063,426,1019836
181,201,1019864
1033,397,1020139
1054,373,1020711
399,103,1021009
1160,434,1021150
1011,384,1021177
1006,414,1021243
389,126,1021368
397,103,1021637
409,148,1022029
1012,373,1022073
2138,63,1022335
19,164,1022613
409,93,1022917
419,97,1023000
1062,394,1023094
1018,407,1023123
382,88,1023316
1074,377,1023661
1314,149,1024152
1066,429,1024586
209,181,1024599
409,93,1024778
2351,97,1025374
1192,396,1025544
1032,388,1025575
1038,392,1025591
374,61,1025698
1095,649,1026046
1040,393,1026137
1024,576,1026216
1027,374,1026320
1012,394,1026956
237,14,1027117
1314,185,1027210
4077,41,1027744
206,187,1027872
987,407,1027920
388,91,1028217
1180,596,1028218
181,181,1028307
212,217,1028781
379,98,1029090
1065,411,1029111
163,161,1029121
957,420,1029181
1176,391,1029250
1353,224,1029427
1021,421,1029499
381,128,1029526
382,59,1029787
4116,43,1030280
1051,408,1030666
375,77,1030754
1018,396,1031588
1028,419,1031675
1053,385,1031742
4088,49,1032757
1313,133,1032781
200,179,1032781
377,82,1032937
4085,150,1032975
1107,455,1033162
1053,411,1033568
1145,456,1033727
401,105,1033743
1165,417,1033860
894,57,1034206
1314,167,1034491
995,375,1034576
242,56,1034747
1035,428,1034871
940,384,1035004
181,100,1035032
397,105,1035033
1171,428,1035470
414,110,1035496
4093,76,1035647
999,95,1035717
1139,399,1035913
209,162,1035980
1320,158,1035988
1010,410,1036230
1099,396,1036248
1163,402,1036331
375,69,1036485
1115,451,1036849
310,18,1036887
1038,399,1037339
1021,375,1037442
567,104,1037523
384,63,1038136
1314,176,1038205
396,104,1038506
237,14,1038593
1315,197,1038641
197,217,1038717
1028,375,1038850
1004,402,1039007
396,80,1039137
181,122,1039170
194,217,1039280
1143,427,1039296
191,194,1039434
54,139,1040057
120,12,1040200
209,217,1040289
755,104,1040426
1002,395,1040450
394,132,1040469
2375,77,1040471
203,165,1041074
4123,40,1041104
1104,429,1041145
1001,384,1041253
169,163,1041324
1029,443,1041339
400,99,1041477
397,89,1041905
394,86,1041974
945,375,1042559
1312,138,1042752
431,86,1042752
1103,460,1042762
1013,402,1042799
385,64,1043719
1050,566,1043760
370,68,1043843
975,407,1044073
181,285,1044262
200,217,1044370
981,400,1044535
1029,429,1044744
212,162,1044805
4139,40,1044887
419,159,1045045
1065,402,1045109
937,569,1045118
994,433,1045363
1013,554,1045510
404,113,1045579
851,89,1045626
1119,432,1045680
399,98,1045724
1042,386,1045809
1179,411,1045898
215,152,1046167
200,179,1046259
4083,59,1046330
398,138,1046976
398,134,1047067
1030,403,1047457
413,61,1047823
1120,406,1048029
1014,402,1048292
1059,388,1048532
200,162,1048533
200,162,1048605
165,223,1048784
4105,65,1048984
1073,429,1049034
1074,394,1049186
998,411,1049330
1046,439,1049516
1344,56,1049647
2230,52,1049734
402,122,1049759
877,105,1050089
1543,46,1050814
69,162,1050992
1068,388,1051269
372,83,1051328
209,162,1052359
1103,427,1052683
1300,405,1052836
1039,395,1052857
1082,388,1052908
1108,396,1053660
382,58,1053989
1094,411,1054080
390,77,1054586
1050,397,1054715
401,141,1055361
402,123,1055671
331,18,1055981
206,211,1056056
1062,522,1056069
1104,396,1056238
403,88,1056419
1083,420,1056423
218,167,1056464
1004,501,1056604
1011,429,1056626
1407,92,1056919
2332,91,1056970
394,95,1056993
382,58,1057094
1088,400,1057218
438,99,1057638
901,74,1057652
995,551,1057899
432,104,1057996
388,95,1057997
393,89,1058140
212,217,1058174
937,415,1058713
398,89,1059000
1002,565,1059050
1004,407,1059229
1318,157,1059386
1093,399,1059391
420,104,1059401
989,388,1059616
1026,418,1059703
1314,155,1059759
1190,440,1059776
393,108,1059856
396,100,1059910
1315,186,1060126
1021,375,1060313
1043,531,1060313
1491,66,1060340
4076,136,1060434
1002,395,1061010
1023,429,1061400
1091,397,1061582
2490,78,1061610
1135,430,1061650
4089,86,1061771
1312,156,1062042
436,114,1062176
21,139,1062583
4072,237,1062975
215,212,1063131
1080,427,1063269
4076,35,1063473
1093,427,1063679
1006,384,1063915
165,159,1064063
1127,396,1064159
1312,230,1064321
4080,51,1064567
407,124,1064691
4093,71,1064862
1128,427,1065002
1005,556,1065671
1008,401,1066084
1010,388,1066278
396,101,1066646
200,183,1067177
1005,393,1067195
1089,396,1067566
1407,92,1067572
1060,383,1067956
396,76,1067958
296,18,1067981
1139,407,1068289
203,217,1068528
44,141,1068575
1093,429,1068980
1005,414,1069235
1086,423,1069275
1038,375,1069561
1104,396,1069645
937,571,1070024
1060,395,1070389
421,93,1070685
1056,383,1070754
407,95,1070894
4076,29,1070949
402,78,1071482
203,181,1071576
1320,286,1071760
203,183,1071810
206,179,1071853
1101,378,1072050
1051,389,1072397
4100,46,1072431
1016,396,1073205
950,590,1073346
398,90,1073467
1041,400,1073824
1109,398,1073909
197,217,1073929
982,414,1074013
1038,396,1074327
390,74,1074484
1073,393,1074484
397,82,1074668
387,68,1074694
402,92,1075055
4082,44,1075243
401,87,1075448
181,119,1075878
203,159,1075903
400,84,1076145
1021,392,1076237
1046,566,1076249
1077,375,1076599
1052,429,1076843
400,82,1078085
1131,406,1078175
407,147,1078604
51,93,1078623
1207,408,1078776
409,92,1079057
386,39,1079359
3115,66,1079418
3313,51,1079679
382,84,1080053
1318,192,1080257
197,152,1080328
1123,402,1080456
397,91,1080620
181,89,1080787
396,127,1080794
1075,500,1080934
4079,55,1081217
181,211,1081272
212,217,1081507
1066,388,1081607
375,63,1081740
165,223,1081814
1314,228,1081968
416,95,1082212
1080,397,1082360
1069,398,1082365
1034,437,1082500
200,161,1082772
1048,415,1083017
206,217,1083363
1030,396,1083799
406,108,1084417
1049,398,1084486
996,395,1084621
1095,410,1084826
1068,385,1085196
1013,552,1085327
1025,411,1085461
47,201,1085615
194,190,1085664
169,205,1085672
417,90,1085770
394,91,1086100
200,152,1086304
4111,38,1086419
1067,409,1086506
1317,135,1086668
21,195,1086808
128,211,1087203
1134,518,1087209
1090,399,1088045
1030,408,1088249
1128,410,1088301
1132,396,1088374
1053,559,1088775
374,135,1088790
1295,68,1089128
1052,429,1089691
200,179,1089887
1058,415,1090005
377,59,1090051
1314,153,1090149
1055,400,1090319
379,67,1090796
1313,156,1090865
1087,388,1091175
1051,393,1091381
200,168,1091497
1039,388,1091706
1110,440,1091746
120,12,1091993
181,220,1092402
387,89,1092423
206,193,1092425
2175,70,1092824
428,130,1093013
1077,376,1093196
1038,429,1093848
197,217,1093888
4101,79,1093991
1010,393,1094081
1021,398,1094384
200,179,1094487
1077,401,1094577
405,110,1094952
1301,377,1095034
26,167,1095398
1123,429,1095430
408,87,1095514
4085,48,1096228
395,96,1096278
398,90,1096541
1049,394,1096590
393,102,1096796
200,217,1097141
4079,54,1097251
393,110,1097297
4093,34,1097579
1060,383,1097770
418,110,1098104
200,183,1098187
3222,54,1098188
1083,387,1098384
181,144,1098407
1056,403,1098636
384,59,1098650
1095,428,1098680
397,62,1098695
206,161,1098718
1636,78,1098847
4128,41,1099062
979,91,1099305
372,95,1099336
4084,47,1099872
1049,401,1100380
1062,522,1100614
200,162,1100742
242,14,1101752
1091,399,1102260
1018,429,1102322
4080,155,1102754
1315,197,1103189
206,152,1103691
1315,207,1103708
1059,401,1103708
399,144,1103802
1087,388,1104052
408,96,1104060
165,189,1104277
402,156,1104411
